2211,预计负债,Estimable libilities,Liability,,,No,,200
2301,长期借款,Long-term loans,Liability,,,No,,200
2311,应付债券,Bonds payable,Liability,,,Yes,,200
231101,债券面值,Par value of bond,Liability,,,No,,2311
231102,债券溢价,Bond premium,Liability,,,No,,2311
231103,债券折价,Bond discount,Liability,,,No,,2311
231104,应计利息,Accured bond interest,Liability,,,No,,2311
2321,长期应付款,Long-term payable,Liability,,,No,,200
2331,专项应付款,Specific account payable,Liability,,,No,,200
2341,递延税款,Deferred tax,Liability,,,No,,200
3,所有者权益/净值,Equity,Owner's Equity,,,Yes,,
300,所有者权益类,Owner's Equity,Owner's Equity,,,Yes,,3
3101,实收资本,Paid-in Capital,Owner's Equity,,,No,,300
3103,已归还投资,Retired capital,Owner's Equity,,,No,,300
3111,资本公积,Capital Surplus,Owner's Equity,,,Yes,,300
311101,资本(或股本)溢价,Capital (or share captical) premium,Owner's Equity,,,No,,3111
311102,接受捐赠非现金资产准备,Restricted capital reserve of non-cash assets donation received,Owner's Equity,,,No,,3111
311103,接受现金捐赠,Reserve of cash donation received ,Owner's Equity,,,No,,3111
311104,股权投资准备,Restricted  capital reserve of equity  investments,Owner's Equity,,,No,,3111
311105,拨款转入,Government grants received ,Owner's Equity,,,No,,3111
311106,外币资本折算差额,Foreign currency capital conversion difference,Owner's Equity,,,No,,3111
311107,其他资本公积,Other capital reserve,Owner's Equity,,,No,,3111
3121,盈余公积,Surplus Reserve,Owner's Equity,,,Yes,,300
312101,法定盈余公积,Statutory surplus reserve,Owner's Equity,,,No,,3121
312102,任意盈余公积,Discretionary earning surplus,Owner's Equity,,,No,,3121
312103,法定公益金,Statutory public welfare fund,Owner's Equity,,,No,,3121
312104,储备基金,Reserve fund,Owner's Equity,,,No,,3121
312105,企业发展基金,Enterprise development fund,Owner's Equity,,,No,,3121
312106,利润归还投资,Profit return for investment,Owner's Equity,,,No,,3121
3131,本年利润,Profit for current year,Owner's Equity,,Yes,No,RETAINEDEARNING_ACCT,300
3141,利润分配,Profit Distribution,Owner's Equity,,,Yes,,300
314101,其他转入,Other adjustments,Owner's Equity,,,No,,3141
314102,提取法定盈余公积,Extract for statutory surplus reserve,Owner's Equity,,,No,,3141
314103,提取法定公益金,Extract for statutory public welfare fund,Owner's Equity,,,No,,3141
314104,提取储备基金,Extract for reserve fund,Owner's Equity,,,No,,3141
314105,提取企业发展基金,Extract for enterprise development fund,Owner's Equity,,,No,,3141
314106,提取职工奖励及福利基金,Extract for  staff bonus and welfare fund,Owner's Equity,,,No,,3141
314107,利润归还投资,Profit return of capital invested,Owner's Equity,,,No,,3141
314108,应付优先股股利,Preference share dividend payable,Owner's Equity,,,No,,3141
314109,提取任意盈余公积,Extract for discretionary earning surplus,Owner's Equity,,,No,,3141
314110,应付普通股股利,Ordinary share dividend payable,Owner's Equity,,,No,,3141
314111,转作资本(或股本)的普通股股利,Ordinary share dividend transfer to capital(or share),Owner's Equity,,,No,,3141
314115,未分配利润,Undistributed profit,Owner's Equity,,,No,,3141
400,生产,Production,Expense,,,Yes,,
4101,生产成本,Production Cost,Expense,,,Yes,,400
410101,生产成本-直接材料,Direct Materials,Expense,,,No,,4101
410102,生产成本-直接人工,Direct Labour,Expense,,,No,,4101
410103,生产成本-直接动力,Power,Expense,,,No,,4101
4105,制造费用,Production Overhead,Expense,,,No,,400
4107,劳务成本,Labor cost,Expense,,,No,,400
500,收入,Revenue,Revenue,,,Yes,,
5101,主营业务收入,Sales revenue,Revenue,,,Yes,,500
510101,销售收入,Sales,Revenue,,Yes,No,P_REVENUE_ACCT,5101
510102,收入 2003-2005,Sale 2003-2005,Revenue,,,No,,5101
510105,递延收入,Unearned Revenue,Revenue,,Yes,No,UNEARNEDREVENUE_ACCT,5101
510106,未开票收入,Not Invoiced Revenue,Revenue,,Yes,No,NOTINVOICEDREVENUE_ACCT,5101
510107,销售折扣,Trade Discounts,Revenue,,Yes,No,P_TRADEDISCOUNTGRANT_ACCT,5101
510108,付款折扣费用,Payment Discount Expense,Revenue,,Yes,No,PAYDISCOUNT_EXP_ACCT,5101
5102,其他业务收入,Other Operating Income,Revenue,,,No,,500
5103,现金簿收入,Cash Book Receipts,Revenue,,Yes,No,CB_RECEIPT_ACCT,500
5104,杂费收入,Charge Revenue,Revenue,,Yes,No,CH_REVENUE_ACCT,500
5203,补贴收入,Subsidy income,Revenue,,,No,,500
5301,营业外收入,Non-operating income,Revenue,,,Yes,,500
530101,利息所得,Interest Income,Revenue,,Yes,No,B_INTERESTREV_ACCT,5301
530102,银行重估获利,Bank revaluation gain,Revenue,,Yes,No,B_REVALUATIONGAIN_ACCT,5301
530103,银行结算盈利,Bank settlement gain,Revenue,,Yes,No,B_SETTLEMENTGAIN_ACCT,5301
530104,未实现盈利,Unrealized gain,Revenue,,Yes,No,UNREALIZEDGAIN_ACCT,5301
530105,已实现盈利,Realized gain,Revenue,,Yes,No,REALIZEDGAIN_ACCT,5301
5401,销售成本,Cost of goods sold,Expense,,,Yes,,500
540101,销货成本,Cost of  Sales,Expense,,Yes,No,P_COGS_ACCT,5401
540102,进货(非库存),Service Costs,Expense,,Yes,No,P_EXPENSE_ACCT,5401
540103,产品成本调整,Product Cost Adjustment,Expense,,Yes,No,,5401
540104,产品库存清扫,Product Inventory Clearing,Expense,,Yes,No,,5401
540105,库存损耗,Inventory Shrinkage,Expense,,Yes,No,W_DIFFERENCES_ACCT,5401
540106,库存调节,Inventory Adjustment,Expense,,Yes,No,W_INVACTUALADJUST_ACCT,5401
540107,库存重估值,Inventory Revaluation,Expense,,Yes,No,W_REVALUATION_ACCT,5401
540108,发票价格差异,Invoice Price Variance,Expense,,Yes,No,P_INVOICEPRICEVARIANCE_ACCT,5401
540109,采购价格差异,Purchase Price Variance,Expense,,Yes,No,P_PURCHASEPRICEVARIANCE_ACCT,5401
540110,采购价格差异冲抵,Purchase Price Variance Offset,Expense,,Yes,No,PPVOFFSET_ACCT,5401
540111,收到的销售折扣,Trade Discounts Received,Expense,,Yes,No,P_TRADEDISCOUNTREC_ACCT,5401
540112,付款折扣收入,Payment Discount Revenue,Expense,,Yes,No,PAYDISCOUNT_REV_ACCT,5401
5402,销售税金及附加,Sales Tax & surcharges,Expense,,Yes,No,T_EXPENSE_ACCT,500
5403,员工费用,Employee Expense,Expense,,Yes,No,E_EXPENSE_ACCT,500
5404,银行手续费,Bank Service Charges,Expense,,Yes,No,B_EXPENSE_ACCT,500
5405,其他业务支出,Other Operating Expenses,Expense,,,No,,500
5406,坏账勾销,Bad Debts Write-off,Expense,,Yes,No,WRITEOFF_ACCT,500
5407,零用现金盈亏,Petty Cash Differences,Expense,,Yes,No,CB_DIFFERENCES_ACCT,500
5408,默认账户,Default Account,Expense,,Yes,No,DEFAULT_ACCT,500
5409,暂记余额,Suspense Balancing ,Expense,,Yes,No,SUSPENSEBALANCING_ACCT,500
5410,暂记错误,Suspense Error,Expense,,Yes,No,SUSPENSEERROR_ACCT,500
5411,现金簿支出,Cash Book Expense,Expense,,Yes,No,CB_EXPENSE_ACCT,500
5412,杂费支出,Charge Expense,Expense,,Yes,No,CH_EXPENSE_ACCT,500
5501,销售费用,Marketing expenses,Expense,,,No,,500
5502,管理费用,Administrative expenses,Expense,,,Yes,,500
550201,管理费用-日常费用,Admini Expenses-Generals,Expense,,,No,,5502
550202,管理费用-研发费用,Admini Expenses-R&Ds,Expense,,,No,,5502
5503,财务费用,Financial expenses,Expense,,,No,,500
5601,营业外支出,Non-operating expense,Expense,,,Yes,,500
560101,利息费用,Interest Expense,Expense,,Yes,No,B_INTERESTEXP_ACCT,5601
560102,银行重估亏损,Bank revaluation loss,Expense,,Yes,No,B_REVALUATIONLOSS_ACCT,5601
560103,银行结算亏损,Bank settlement loss,Expense,,Yes,No,B_SETTLEMENTLOSS_ACCT,5601
560104,未实现亏损,Unrealized loss,Expense,,Yes,No,UNREALIZEDLOSS_ACCT,5601
560105,已实现亏损,Realized loss,Expense,,Yes,No,REALIZEDLOSS_ACCT,5601
560106,货币平衡,Currency balancing,Expense,,Yes,No,CURRENCYBALANCING_ACCT,5601
5701,所得税,Income taxes,Expense,,,No,, 
5801,以前年度损益调整,Prior Year PL Adjustment,Expense,,,No,, 
5901,所得合计,Year end processing to Retained Earnings,Expense,,Yes,No,INCOMESUMMARY_ACCT
6000,采购承付款,PO Commitment,Memo,,,No,
999,Reporting,Reporting Dummy,Memo,,,Yes,
