"[Account_Value]","[Account_Name]","[Account_Description]","[Account_Type]","[Account_Sign]","[Account_Document]","[Account_Summary]","[Default_Account]","[Account_Parent]","[Balance Sheet]","[Balance Sheet_Name]","[US 1120 Balance Sheet]","US 1120 Balance Sheet_Name","[Profit & Loss]","[Profit & Loss_Name]","[US 1120 Income Statement]","[US 1120 Income Statement_Name]","[Cash Flow]","[Cash Flow_Name]"
231120,"Groepsmaatschappij <naam>",,"Liability",,,"Yes",,23112,,,,,,,,,,
232,"Handelsverplichtingen",,"Liability",,,"Yes",,23,,,16,"Accounts Payable",,,,,,
232010,"Crediteuren","Accounts Payables","Liability",,"Yes","No","V_LIABILITY_ACCT",232,,,,,,,,,,
232020,"NTO facturen goederen","Received products/services from vendors, but not invoiced","Liability",,"Yes","No","NOTINVOICEDRECEIPTS_ACCT",232,,,,,,,,,,
232030,"NTO facturen diensten","Accounts Payables for non-product revenue","Liability",,"Yes","No","V_LIABILITY_SERVICES_ACCT",232,,,,,,,,,,
232040,"Betaalbaar gestelde facturen","Selected A/P invoices for payment ","Liability",,"Yes","No","B_PAYMENTSELECT_ACCT",232,,,,,,,,,,
233,"Vooruitbetalingen klanten",,"Liability",,,"Yes",,23,,,16,,,,,,,
233010,"Vooruitbetalingen klanten","Prepayments for future revenue","Liability",,"Yes","No","C_PREPAYMENT_ACCT",233,,,,,,,,,,
233020,"Te betalen kortingen",,"Liability",,,"No",,233,,,,,,,,,,
233030,"Te betalen spaaracties",,"Liability",,,"No",,233,,,,,,,,,,
233040,"Vooruitbetalingen op orders",,"Liability",,,"No",,233,,,,,,,,,,
233050,"Vooruitbetalingen op postorders",,"Liability",,,"No",,233,,,,,,,,,,
234,"Belastingen",,"Liability",,,"Yes",,23,,,,,,,,,,
2341,"BTW Verkoop",,"Liability",,,"Yes",,234,,,,,,,,,,
234110,"BTW Verkoop 0 %",,"Liability",,,"No",,2341,,,,,,,,,,
234115,"BTW Verkoop Verlegd",,"Liability",,,"No",,2341,,,,,,,,,,
234120,"BTW Verkoop Laag",,"Liability",,,"No",,2341,,,,,,,,,,
234125,"BTW Verkoop Hoog","Tax to be paid - before tax declaration","Liability",,"Yes","No","T_DUE_ACCT",2341,,,,,,,,,,
234130,"BTW Verkoop op aanslag","Tax to be paid based on tax declaration","Liability",,"Yes","No","T_LIABILITY_ACCT",2341,,,,,,,,,,
234135,"BTW Verkoop op betalingsinhoudingen","Withholding for 1099 or Quality Guarantee","Liability",,"Yes","No","WITHHOLDING_ACCT",2341,,,,,,,,,,
234140,"BTW Verkoop EU",,"Liability",,,"No",,2341,,,,,,,,,,
234145,"BTW Verkoop Non-EU",,"Liability",,,"No",,2341,,,,,,,,,,
234150,"BTW Verkoop Installatie/Afstand",,"Liability",,,"No",,2341,,,,,,,,,,
234155,"BTW Verkoop Overige",,"Liability",,,"No",,2341,,,,,,,,,,
234160,"BTW Verkoop Interco","Default Payables account for intercompany trx","Liability",,"Yes","No","INTERCOMPANYDUETO_ACCT",2341,,,,,,,,,,
234190,"Betaalde BTW Verkoop",,"Asset",,,"No",,2341,,,,,,,,,,
2342,"VPB",,"Liability",,,"Yes",,234,,,,,,,,,,
234210,"Af te dragen VPB",,"Liability",,,"No",,2342,,,,,,,,,,
234220,"Betaalde VPB",,"Liability",,,"No",,2342,,,,,,,,,,
235,"Te betalen kosten",,"Liability",,,"Yes",,23,22,"Accrued Expenses",18,,,,,,,
2350,"Personeelskosten",,"Liability",,,"Yes",,235,,,,,,,,,,
235010,"Te Betalen Salarissen",,"Liability",,,"No",,2350,,,,,,,,,,
235020,"Ingehouden Salarissen",,"Liability",,,"No",,2350,,,,,,,,,,
235030,"Ingehouden Loonbelasting",,"Liability",,,"No",,2350,,,,,,,,,,
235040,"Ingehouden Sociale Lasten",,"Liability",,,"No",,2350,,,,,,,,,,
235050,"Ingehouden Premies Ziektekosten",,"Liability",,,"No",,2350,,,,,,,,,,
235060,"Ingehouden Pensioen Premie",,"Liability",,,"No",,2350,,,,,,,,,,
235070,"Overige Inhoudingen",,"Liability",,,"No",,2350,,,,,,,,,,
2351,"Overige Kosten",,"Liability",,,"Yes",,235,,,,,,,,,,
235110,"Te Betalen Kosten Overige",,"Liability",,,"No",,2351,,,,,,,,,,
236,"Direct Opeisbare vorderingen",,"Liability",,,"Yes",,23,23,"Current Note Payables",17,"Mortgages, notes, bonds payable in less than 1 year",,,,,,
236010,"Direct Opeisbare Obligatielening",,"Liability",,,"No",,236,,,,,,,,,,
236020,"Direct Opeisbare Lange termijn verplichtingen",,"Liability",,,"No",,236,,,,,,,,,,
4,"Contributiemarge",,"Revenue",,,"Yes",,,,,,,4,"Sales",,,,
41,"Omzet",,"Revenue",,,"Yes",,4,,,,,,,,,,
410,"Bruto omzet",,"Revenue",,,"Yes",,41,,,,,,,,,,
410110,"Omzet handel","Default Product or Service revenue","Revenue",,"Yes","No","P_REVENUE_ACCT",410,,,,,,,"1a","Gross receipts or sales",,
410120,"Omzet diensten",,"Revenue",,,"No",,410,,,,,,,"1a",,,
410130,"Overige omzet",,"Revenue",,,"No",,410,,,,,,,"1a",,,
410140,"Royalties ",,"Revenue",,,"No",,410,,,,,,,7,"Gross Royalties",,
410150,"Vooruitgefactureerde omzet","We have invoiced, but not delivered yet","Revenue",,"Yes","No","UNEARNEDREVENUE_ACCT",410,,,,,,,"1a",,,
410160,"Nog te factureren omzet","We delivered but have not invoiced yet","Revenue",,"Yes","No","NOTINVOICEDREVENUE_ACCT",410,,,,,,,"1a",,,
411,"Kortingen",,"Revenue",,,"Yes",,41,,,,,49,"Sales Discounts","1b","Less returns and allowances",,
411010,"Toegestane betalingskorting","Granted Trade discounts (corrects Product Revenue)","Revenue",,"Yes","No","P_TRADEDISCOUNTGRANT_ACCT",411,,,,,,,,,,
411020,"Kredietbeperking","Granted early payment discount to customers","Revenue",,"Yes","No","PAYDISCOUNT_EXP_ACCT",411,,,,,,,,,,
411030,"Promotionele korting",,"Revenue",,,"No",,411,,,,,,,,,,
42,"Kostprijs Verkopen",,"Expense",,,"Yes",,4,,,,,5,"Cost of Goods Sold",2,"Cost of goods sold",,
421,"Kostprijs Verkopen",,"Expense",,,"Yes",,42,,,,,,,,,,
421010,"Kostprijs Verkopen goederen","Cost of Goods Sold","Expense",,"Yes","No","P_COGS_ACCT",421,,,,,,,,,,
421020,"Kostprijs Toegevoegde kosten","Default Product or Service costs (I.e. not on inventory)","Expense",,"Yes","No","P_EXPENSE_ACCT",421,,,,,,,,,,
421030,"Kostprijs Verkopen dienstverlening",,"Expense",,,"No",,421,,,,,,,,,,
421040,"Kostprijs Inkoop Derden",,"Expense",,,"No",,421,,,,,,,,,,
421050,"Kostprijs Ingaande vrachten",,"Expense",,,"No",,421,,,,,,,,,,
422,"Retourontvangsten",,"Expense",,,"Yes",,42,,,,,55,"Returns","1b",,,
422010,"Kosten Retourontvangsten",,"Expense",,,"No",,422,,,,,,,,,,
422020,"Retourontvangsten tbv leveranciers",,"Expense",,,"No",,422,,,,,,,,,,
423,"Kostprijs Voorraad",,"Expense",,,"Yes",,42,,,,,56,"Inventory CoGs",2,,,
423010,"Voorraadverschil Hoeveelheid","Physical Inventory Gain/Loss","Expense",,"Yes","No","W_DIFFERENCES_ACCT",423,,,,,,,,,,
423020,"Voorziening incourant",,"Expense",,,"No",,423,,,,,,,,,,
423030,"Voorraadverschil Prijs","Inventory Actual Accounting Value Adjustment","Expense",,"Yes","No","W_INVACTUALADJUST_ACCT",423,,,,,,,,,,
423040,"Voorraad Herwaardering","Difference to (lower cost) or market","Expense",,"Yes","No","W_REVALUATION_ACCT",423,,,,,,,,,,
424,"Kostprijs Prijsverschillen",,"Expense",,,"Yes",,42,,,,,58,"CoGs Variances",2,,,
424010,"Prijsverschillen Inkoop-ProductieKostPrijs","Difference between product cost and invoice price (IPV)","Expense",,"Yes","No","P_INVOICEPRICEVARIANCE_ACCT",424,,,,,,,,,,
424020,"Prijsverschillen inkoop-Standaardprijs","Difference between purchase price and standard costs (PPV)","Expense",,"Yes","No","P_PURCHASEPRICEVARIANCE_ACCT",424,,,,,,,,,,
424030,"Prijsverschillen Inkopen","Offset Account for Purchase price variance (PPV) ","Expense",,"Yes","No","PPVOFFSET_ACCT",424,,,,,,,,,,
425,"Kostprijs Kortingen",,"Expense",,,"Yes",,42,,,,,59,"CoGS Discounts",2,,,
425010,"Handelskorting","Received Trade Discounts (corrects Product expense)","Expense",,"Yes","No","P_TRADEDISCOUNTREC_ACCT",425,,,,,,,,,,
425020,"Betalingskorting","Granted early payment discount from vendors","Expense",,"Yes","No","PAYDISCOUNT_REV_ACCT",425,,,,,,,,,,
5,"Directe kosten",,"Expense",,,"Yes",,425,,,,,,,,,,
51,"Werkelijke kosten",,"Expense",,,"Yes",,5,,,,,,,,,,
510,"Materiaalkosten",,"Expense",,,"Yes",,51,,,,,,,,,,
510010,"Grondstofkosten A",,"Expense",,,"No",,510,,,,,,,,,,
511,"Loonkosten",,"Expense",,,"Yes",,51,,,,,,,,,,
511010,"Loonkosten A",,"Expense",,,"No",,511,,,,,,,,,,
512,"Machinekosten",,"Expense",,,"Yes",,51,,,,,,,,,,
512010,"Machinekosten A",,"Expense",,,"No",,512,,,,,,,,,,
513,"Overige kosten",,"Expense",,,"Yes",,51,,,,,,,,,,
513010,"Overige kosten A",,"Expense",,,"No",,513,,,,,,,,,,
52,"Gedekte Kosten",,"Expense",,,"Yes",,5,,,,,,,,,,
520,"Materiaalkosten",,"Expense",,,"Yes",,52,,,,,,,,,,
520010,"Gedekte Grondstofkosten A",,"Expense",,,"Yes",,520,,,,,,,,,,
521,"Loonkosten",,"Expense",,,"Yes",,52,,,,,,,,,,
521010,"Gedekte Loonkosten A",,"Expense",,,"Yes",,521,,,,,,,,,,
522,"Machinekosten",,"Expense",,,"Yes",,52,,,,,,,,,,
522010,"Gedekte Machinekosten A",,"Expense",,,"Yes",,522,,,,,,,,,,
523,"Overige kosten",,"Expense",,,"Yes",,52,,,,,,,,,,
523010,"Gedekte Overige Kosten A",,"Expense",,,"Yes",,523,,,,,,,,,,
6,"Indirecte Kosten",,"Expense",,,"Yes",,,,,,,,,,,,
60,"Personeelskosten",,"Expense",,,"Yes",,6,,,,,60,"Payroll Expense",,,,
600,"Salarissen & Sociale Lasten",,"Expense",,,"Yes",,60,,,,,,,,,,
6001,"Salarissen",,"Expense",,,"Yes",,600,,,,,,,,,,
600110,"Management Fee",,"Expense",,,"No",,6001,,,,,,,13,"Salaries and wages",,
600120,"Salarissen",,"Expense",,,"No",,6001,,,,,,,12,"Compensation of officers",,
600130,"Lonen",,"Expense",,,"No",,6001,,,,,,,13,,,
600140,"Vakantiegeld",,"Expense",,,"No",,6001,,,,,,,13,,,
600150,"Uitzendkrachten",,"Expense",,,"No",,6001,,,,,,,13,,,
6002,"Sociale Lasten",,"Expense",,,"Yes",,600,,,,,,,,,,
600210,"Inhouding ZFW",,"Expense",,,"No",,6002,,,,,,,13,,,
600220,"Inhouding WW",,"Expense",,,"No",,6002,,,,,,,12,,,
600230,"Inhouding Pensioen",,"Expense",,,"No",,6002,,,,,,,24,"Pension Proft Sharing",,
600240,"Inhouding Loonbelasting",,"Expense",,,"No",,6002,,,,,,,13,,,
6003,"Opleiding",,"Expense",,,"Yes",,600,,,,,,,,,,
600310,"Cursuskosten",,"Expense",,,"No",,6003,,,,,,,,,,
600320,"Reiskosten studie",,"Expense",,,"No",,6003,,,,,,,,,,
600330,"Verblijfskosten studie",,"Expense",,,"No",,6003,,,,,,,,,,
600340,"Overige opleidingskosten",,"Expense",,,"No",,6003,,,,,,,,,,
6009,"Overige Personeelskosten",,"Expense",,,"Yes",,600,,,,,,,,,,
600910,"Cadeau's & gratificaties",,"Expense",,,"No",,6009,,,,,,,25,,,
600920,"Kantinekosten",,"Expense",,,"No",,6009,,,,,,,25,,,
600930,"Kosten salarisadministratie",,"Expense",,,"No",,6009,,,,,,,13,,,
600940,"Reiskosten woon-werk",,"Expense",,,"No",,6009,,,,,,,25,"Employee benefit programs",,
600950,"Werving & selectie",,"Expense",,,"No",,6009,,,,,,,,,,
61,"Huisvestingskosten",,"Expense",,,"Yes",,6,,,,,61,"Occupancy Cost",16,"Rents",,
611010,"Huur",,"Expense",,,"No",,61,,,,,,,,,,
611020,"Servicekosten",,"Expense",,,"No",,61,,,,,,,,,,
611030,"Overige huisvestingskosten",,"Expense",,,"No",,61,,,,,,,,,,
62,"Public relations",,"Expense",,,"Yes",,6,,,,,62,"Advertising & Promotion",23,"Advertising",,
621010,"Catalogi/nieuwsbrieven",,"Expense",,,"No",,62,,,,,,,,,,
621020,"Evenementen",,"Expense",,,"No",,62,,,,,,,,,,
621030,"Gemeenschappelijke promotie",,"Expense",,,"No",,62,,,,,,,,,,
621040,"Liefdadigheid",,"Expense",,,"No",,62,,,,,,,,,,
621050,"Media campagnes",,"Expense",,,"No",,62,,,,,,,,,,
621060,"Overige advertentie & promotiekosten",,"Expense",,,"No",,62,,,,,,,,,,
621070,"Promotiebijdrage leveranciers",,"Expense",,,"No",,62,,,,,,,,,,
621080,"Web Hosting",,"Expense",,,"No",,62,,,,,,,,,,
63,"Informatie en Communicatie",,"Expense",,,"Yes",,6,,,,,63,"Telephone and Communication","xx1","Telephone and Communication",,
630,"Telefoon",,"Expense",,,"Yes",,63,,,,,,,,,,
630010,"Abonnementen",,"Expense",,,"No",,630,,,,,,,,,,
630020,"Mobiele telefonie",,"Expense",,,"No",,630,,,,,,,,,,
630030,"Vaste telefonie",,"Expense",,,"No",,630,,,,,,,,,,
631,"ICT",,"Expense",,,"Yes",,63,,,,,,,,,,
631010,"Datalijnen",,"Expense",,,"No",,631,,,,,,,,,,
631020,"Huur ICT appratuur",,"Expense",,,"No",,631,,,,,,,,,,
631030,"ICT Supplies",,"Expense",,,"No",,631,,,,,,,,,,
